"","doi"
"521","https://doi.org/10.14569/ijacsa.2023.0140874"
"522","https://doi.org/10.1007/s11042-025-20765-7"
"523","https://doi.org/10.1016/j.engappai.2025.111565"
"524","https://doi.org/10.1016/j.bspc.2025.108266"
"525","https://doi.org/10.3390/jimaging10070160"
"526","https://doi.org/10.1080/03772063.2024.2434572"
"527","https://doi.org/10.31466/kfbd.1515451"
"528","https://doi.org/10.1109/compsac57700.2023.00078"
"529","https://doi.org/10.5815/ijisa.2024.01.03"
"530","https://doi.org/10.37934/araset.40.2.6273"
"531","https://doi.org/10.1016/j.bspc.2024.106317"
"532","https://doi.org/10.1016/j.bspc.2024.106381"
"533","https://doi.org/10.1109/icemps60684.2024.10559315"
"534","https://doi.org/10.26877/asset.v6i3.673"
"535","https://doi.org/10.53759/7669/jmc202404107"
"536","https://doi.org/10.1145/3703461"
"537","https://doi.org/10.1007/978-3-031-73324-6_1"
"538","https://doi.org/10.32604/cmc.2023.035686"
"539","https://doi.org/10.55452/1998-6688-2024-21-2-83-94"
"540","https://doi.org/10.1109/ickecs61492.2024.10617161"
"541","https://doi.org/10.1002/9781394272587.ch12"
"542","https://doi.org/10.1109/acet61898.2024.10730596"
"543","https://doi.org/10.1016/j.health.2024.100368"
"544","https://doi.org/10.1038/s41598-024-80792-6"
"545","https://doi.org/10.2139/ssrn.5256190"
"546","https://doi.org/10.2139/ssrn.5358813"
"547","https://doi.org/10.1186/s12879-025-10738-4"
"548","https://doi.org/10.1007/s13748-024-00357-6"
"549","https://doi.org/10.1016/j.compag.2025.109905"
"550","https://doi.org/10.1007/s10115-025-02424-3"
"551","https://doi.org/10.1038/s41598-025-07628-9"
"552","https://doi.org/10.1080/21642583.2024.2364033"
"553","https://doi.org/10.1186/s12884-024-06773-9"
"554","https://doi.org/10.3390/diagnostics14222514"
"555","https://doi.org/10.1080/21642583.2024.2427033"
"556","https://doi.org/10.3390/info15050252"
"557","https://doi.org/10.1038/s41598-025-99449-z"
"558","https://doi.org/10.1016/j.eij.2025.100705"
"559","https://doi.org/10.1007/s44163-025-00370-1"
"560","https://doi.org/10.1038/s41598-025-02294-3"
"561","https://doi.org/10.1186/s12985-025-02900-w"
"562","https://doi.org/10.1109/ginotech63460.2025.11076679"
"563","https://doi.org/10.1109/icict60155.2024.10544745"
"564","https://doi.org/10.1097/wco.0000000000001333"
"565","https://doi.org/10.21203/rs.3.rs-3347519/v1"
"566","https://doi.org/10.1038/s41598-024-61665-4"
"567","https://doi.org/10.3390/analytics3010003"
"568","https://doi.org/10.1016/j.jneumeth.2024.110210"
"569","https://doi.org/10.1002/sres.3139"
"570","https://doi.org/10.1016/j.isci.2024.110240"
"571","https://doi.org/10.3390/analytics3020014"
"572","https://doi.org/10.1109/jsen.2024.3359811"
"573","https://doi.org/10.1007/978-981-96-2468-3_71"
"574","https://doi.org/10.3390/diagnostics15080976"
"575","https://doi.org/10.46632/tfe/3/2/3"
"576","https://doi.org/10.3923/jas.2024.1.15"
"577","https://doi.org/10.15575/join.v9i1.1249"
"578","https://doi.org/10.53759/7669/jmc202404107"
"579","https://doi.org/10.3233/jifs-236354"
"580","https://doi.org/10.1007/978-981-97-8537-7_12"
"581","https://doi.org/10.1109/icast61769.2024.10856478"
"582","https://doi.org/10.3390/s25061739"
"583","https://doi.org/10.1002/widm.70031"
"584","https://doi.org/10.1038/s41598-025-14444-8"
"585","https://doi.org/10.3390/healthcare13172154"
"586","https://doi.org/10.31083/j.ceog5112268"
"587","https://doi.org/10.3390/s25061739"
"588","https://doi.org/10.1080/15481603.2025.2492971"
"589","https://doi.org/10.1002/eng2.70213"
"590","https://doi.org/10.1080/01969722.2025.2546604"
"591","https://doi.org/10.1007/s41060-025-00771-6"
"592","https://doi.org/10.1097/md.0000000000042690"
"593","https://doi.org/10.62520/fujece.1694558"
"594","https://doi.org/10.36548/jaicn.2025.2.007"
"595","https://doi.org/10.3390/app15094639"
"596","https://doi.org/10.1186/s40001-024-02147-1"
"597","https://doi.org/10.1016/j.isci.2024.111407"
"598","https://doi.org/10.21015/vtcs.v12i2.1906"
"599","https://doi.org/10.7759/s44389-024-02268-y"
"600","https://doi.org/10.4108/eetsis.7022"
"601","https://doi.org/10.18517/ijaseit.14.6.12408"
"602","https://doi.org/10.1016/j.ijmedinf.2025.105811"
"603","https://doi.org/10.1016/j.bspc.2025.108266"
"604","https://doi.org/10.1371/journal.pone.0328967"
"605","https://doi.org/10.1038/s41598-025-07350-6"
"606","https://doi.org/10.3390/engproc2025107032"
"607","https://doi.org/10.1007/978-3-031-84816-2_29"
"608","https://doi.org/10.1108/bpmj-05-2024-0316"
"609","https://doi.org/10.34104/ajeit.024.070078"
"610","https://doi.org/10.34104/ajeit.024.0930103"
"611","https://doi.org/10.1177/09287329241308465"
"612","https://doi.org/10.1002/eng2.70213"
"613","https://doi.org/10.1109/icict60155.2024.10544969"
"614","https://doi.org/10.1109/icaaic60222.2024.10574944"
"615","https://doi.org/10.1080/10255842.2024.2316877"
"616","https://doi.org/10.1109/incacct57535.2023.10141780"
"617","https://doi.org/10.56726/irjmets47710"
"618","https://doi.org/10.22541/au.171618337.73099150/v1"
"619","https://doi.org/10.29130/dubited.1268348"
"620","https://doi.org/10.1109/icosec58147.2023.10276023"
"621","https://doi.org/10.1038/s41598-024-61665-4"
"622","https://doi.org/10.3390/app15094639"
"623","https://doi.org/10.1080/10255842.2024.2316877"
"624","https://doi.org/10.1101/2025.06.05.657994"
"625","https://doi.org/10.23939/cds2024.01.017"
"626","https://doi.org/10.1007/978-3-031-59131-0_13"
"627","https://doi.org/10.1186/s12911-025-02894-z"
"628","https://doi.org/10.3390/bioengineering11121290"
"629","https://doi.org/10.7717/peerj-cs.2969"
"630","https://doi.org/10.1016/j.compbiomed.2025.109676"
"631","https://doi.org/10.18517/ijaseit.14.1.19676"
"632","https://doi.org/10.1109/cictn57981.2023.10140921"
"633","https://doi.org/10.1109/iccit64611.2024.11022001"
"634","https://doi.org/10.1002/9781394272303.ch5"
"635","https://doi.org/10.1109/imcom60618.2024.10418246"
"636","https://doi.org/10.3390/bdcc6040139"
"637","https://doi.org/10.1109/comst.2023.3256323"
"638","https://doi.org/10.3390/bdcc6030098"
"639","https://doi.org/10.3390/computers12010019"
"640","https://doi.org/10.3390/s23031161"
"641","https://doi.org/10.1038/s41598-025-98721-6"
"642","https://doi.org/10.3390/s22145304"
"643","https://doi.org/10.1109/access.2022.3232490"
"644","https://doi.org/10.3390/s23031193"
"645","https://doi.org/10.1109/access.2023.3278273"
"646","https://doi.org/10.1016/j.dss.2023.114126"
"647","https://doi.org/10.1038/s41598-024-59997-2"
"648","https://doi.org/10.1007/s11831-024-10098-3"
"649","https://doi.org/10.1186/s12911-025-02894-z"
"650","https://doi.org/10.3390/s23167095"
"651","https://doi.org/10.3390/app13085047"
"652","https://doi.org/10.1186/s43067-024-00150-4"
"653","https://doi.org/10.1002/viw.20240059"
"654","https://doi.org/10.1016/j.jnrt.2024.100156"
"655","https://doi.org/10.1007/s00438-024-02217-3"
"656","https://doi.org/10.1038/s41598-025-91157-y"
"657","https://doi.org/10.3390/s25061739"
"658","https://doi.org/10.3390/electronics13040686"
"659","https://doi.org/10.3390/s22145365"
"660","https://doi.org/10.1007/s41870-023-01321-8"
"661","https://doi.org/10.1016/j.compbiomed.2023.107289"
"662","https://doi.org/10.1016/j.heliyon.2024.e27411"
"663","https://doi.org/10.33640/2405-609x.3355"
"664","https://doi.org/10.1186/s12859-024-05866-8"
"665","https://doi.org/10.1016/j.ecoenv.2024.117570"
"666","https://doi.org/10.1016/j.ijmedinf.2025.105811"
"667","https://doi.org/10.1186/s12911-025-02909-9"
"668","https://doi.org/10.1002/hsr2.70799"
"669","https://doi.org/10.1097/md.0000000000042690"
"670","https://doi.org/10.1140/epjs/s11734-025-01792-9"
"671","https://doi.org/10.1080/23311916.2024.2325635"
"672","https://doi.org/10.30574/wjarr.2024.22.2.1483"
"673","https://doi.org/10.1002/hsr2.70062"
"674","https://doi.org/10.20944/preprints202405.0975.v1"
"675","https://doi.org/10.1109/access.2024.3406748"
"676","https://doi.org/10.3390/jcdd11070207"
"677","https://doi.org/10.14569/ijacsa.2023.01406115"
"678","https://doi.org/10.1109/ccgridw59191.2023.00020"
"679","https://doi.org/10.7717/peerj-cs.1684"
"680","https://doi.org/10.1109/icccnt56998.2023.10308218"
"681","https://doi.org/10.1080/10255842.2024.2316877"
"682","https://doi.org/10.34133/hds.0165"
"683","https://doi.org/10.3390/bioengineering11070672"
"684","https://doi.org/10.3390/s23010040"
"685","https://doi.org/10.37802/joti.v4i2.278"
"686","https://doi.org/10.1109/icecct56650.2023.10179623"
"687","https://doi.org/10.3390/a16090417"
"688","https://doi.org/10.3390/computation11090170"
"689","https://doi.org/10.1016/j.eswa.2023.122559"
"690","https://doi.org/10.1016/j.measen.2024.101108"
"691","https://doi.org/10.1109/icetcs61022.2024.10544182"
"692","https://doi.org/10.59461/ijdiic.v2i3.73"
"693","https://doi.org/10.1109/access.2024.3429157"
"694","https://doi.org/10.1109/iconat57137.2023.10080722"
"695","https://doi.org/10.3390/biomedicines11041116"
"696","https://doi.org/10.14569/ijacsa.2023.0140481"
"697","https://doi.org/10.1109/icdt57929.2023.10151148"
"698","https://doi.org/10.4028/p-qk2n23"
"699","https://doi.org/10.21203/rs.3.rs-5766278/v1"
"700","https://doi.org/10.1051/itmconf/20257004029"
"701","https://doi.org/10.37015/audt.2025.240011"
"702","https://doi.org/10.1155/acis/1013769"
"703","https://doi.org/10.1007/978-981-97-9262-7_69"
"704","https://doi.org/10.1007/s11042-025-20787-1"
"705","https://doi.org/10.1155/acis/7394597"
"706","https://doi.org/10.1186/s12872-025-04870-x"
"707","https://doi.org/10.1007/978-3-031-88294-4_14"
"708","https://doi.org/10.4018/979-8-3693-9445-8.ch019"
"709","https://doi.org/10.1101/2025.06.05.657994"
"710","https://doi.org/10.1016/j.neuri.2025.100215"
"711","https://doi.org/10.1063/5.0258966"
"712","https://doi.org/10.1016/j.bspc.2025.108266"
"713","https://doi.org/10.1051/bioconf/202518301022"
"714","https://doi.org/10.1016/j.hest.2025.07.002"
"715","https://doi.org/10.1186/s12884-025-07884-7"
"716","https://doi.org/10.3390/inventions10040060"
"717","https://doi.org/10.1007/978-981-96-3652-5_30"
"718","https://doi.org/10.34256/ijcci2514"
"719","https://doi.org/10.1007/s44174-025-00410-5"
"720","https://doi.org/10.1109/ginotech63460.2025.11076988"
"721","https://doi.org/10.1109/ginotech63460.2025.11076679"
"722","https://doi.org/10.1002/alz.70543"
"723","https://doi.org/10.1063/5.0261290"
"724","https://doi.org/10.3389/fphar.2025.1600435"
"725","https://doi.org/10.1007/s10586-025-05372-3"
"726","https://doi.org/10.1109/ecce57851.2023.10101567"
"727","https://doi.org/10.1007/s12539-023-00583-x"
"728","https://doi.org/10.3390/s23198078"
"729","https://doi.org/10.1007/978-3-031-65022-2_7"
"730","https://doi.org/10.1109/iccpct61902.2024.10672657"
"731","https://doi.org/10.1038/s41598-024-73570-x"
"732","https://doi.org/10.1016/j.measen.2024.101405"
"733","https://doi.org/10.1109/inista55318.2022.9894186"
"734","https://doi.org/10.3390/bioengineering9110622"
"735","https://doi.org/10.1101/2024.01.11.575156"
"736","https://doi.org/10.1007/s10796-023-10468-5"
"737","https://doi.org/10.1109/icaccess61735.2024.10499584"
"738","https://doi.org/10.1109/iatmsi60426.2024.10503299"
"739","https://doi.org/10.1007/s11042-024-19254-0"
"740","https://doi.org/10.1038/s41598-024-65633-w"
"741","https://doi.org/10.1109/i-smac61858.2024.10714900"
"742","https://doi.org/10.1186/s40001-024-02147-1"
"743","https://doi.org/10.3389/fninf.2022.883762"
"744","https://doi.org/10.1109/iscon57294.2023.10112188"
"745","https://doi.org/10.1109/icaiss58487.2023.10250666"
"746","https://doi.org/10.1109/inc457730.2023.10262959"
"747","https://doi.org/10.1109/iccit60459.2023.10440991"
"748","https://doi.org/10.5815/ijisa.2024.01.03"
"749","https://doi.org/10.1109/acdsa59508.2024.10467844"
"750","https://doi.org/10.1055/s-0044-1779486"
"751","https://doi.org/10.48175/ijarsct-17224"
"752","https://doi.org/10.15575/join.v9i1.1249"
"753","https://doi.org/10.1007/978-3-031-59131-0_13"
"754","https://doi.org/10.3389/fcvm.2024.1368094"
"755","https://doi.org/10.1109/ic3se62002.2024.10593413"
"756","https://doi.org/10.2991/978-94-6463-471-6_13"
"757","https://doi.org/10.1109/intcec61833.2024.10602984"
"758","https://doi.org/10.1109/icdh62654.2024.00035"
"759","https://doi.org/10.62754/joe.v3i5.3876"
"760","https://doi.org/10.1145/3675094.3677602"
"761","https://doi.org/10.53759/7669/jmc202404107"
"762","https://doi.org/10.1145/3703461"
"763","https://doi.org/10.4108/eetsis.7022"
"764","https://doi.org/10.1007/s40031-024-01085-0"
"765","https://doi.org/10.1186/s12911-024-02752-4"
"766","https://doi.org/10.1016/j.aprim.2023.102578"
"767","https://doi.org/10.1007/978-3-031-34171-7_24"
"768","https://doi.org/10.20944/preprints202306.1444.v1"
"769","https://doi.org/10.1007/978-981-99-3878-0_25"
"770","https://doi.org/10.1088/1742-6596/2560/1/012051"
"771","https://doi.org/10.3389/fneur.2023.1257388"
"772","https://doi.org/10.1109/pais60821.2023.10322003"
"773","https://doi.org/10.1007/978-3-031-24866-5_33"
"774","https://doi.org/10.1109/iconscept57958.2023.10170332"
"775","https://doi.org/10.1109/wconf58270.2023.10235028"
"776","https://doi.org/10.1109/wconf58270.2023.10235122"
"777","https://doi.org/10.1109/icicat57735.2023.10263723"
"778","https://doi.org/10.1109/nmitcon58196.2023.10276219"
"779","https://doi.org/10.48550/arxiv.2312.03867"
"780","https://doi.org/10.1109/ieeeconf58974.2023.10404260"
"781","https://doi.org/10.1109/icoiact59844.2023.10455892"
"782","https://doi.org/10.1109/seeda-cecnsm61561.2023.10470847"
"783","https://doi.org/10.3390/healthcare10071235"
"784","https://doi.org/10.1007/978-981-99-8479-4_14"
"785","https://doi.org/10.54097/ggrkeb45"
"786","https://doi.org/10.1007/978-3-031-52385-4_22"
"787","https://doi.org/10.33108/visnyk_tntu2024.01.027"
"788","https://doi.org/10.21203/rs.3.rs-4093064/v1"
"789","https://doi.org/10.48175/ijarsct-16823"
"790","https://doi.org/10.59313/jsr-a.1422792"
"791","https://doi.org/10.57152/predatecs.v2i1.1119"
"792","https://doi.org/10.1109/jsait.2024.3397741"
"793","https://doi.org/10.1109/icrito61523.2024.10522185"
"794","https://doi.org/10.1109/incos59338.2024.10527517"
"795","https://doi.org/10.1007/978-3-031-51167-7_79"
"796","https://doi.org/10.62527/joiv.8.2.2689"
"797","https://doi.org/10.1109/icict60155.2024.10544969"
"798","https://doi.org/10.2139/ssrn.4889013"
"799","https://doi.org/10.12998/wjcc.v12.i27.6032"
"800","https://doi.org/10.25126/jtiik.1138070"
"801","https://doi.org/10.1109/ickecs61492.2024.10617161"
"802","https://doi.org/10.5753/sbbd_estendido.2024.243520"
"803","https://doi.org/10.1007/978-981-97-8043-3_163"
"804","https://doi.org/10.1016/j.health.2024.100368"
"805","https://doi.org/10.3389/fphys.2024.1357123"
"806","https://doi.org/10.1007/978-3-031-78186-5_29"
"807","https://doi.org/10.1016/j.bspc.2024.107255"
"808","https://doi.org/10.21015/vtse.v12i4.1932"
"809","https://doi.org/10.1109/icisaa62385.2024.10829210"
"810","https://doi.org/10.1109/icisaa62385.2024.10828954"
"811","https://doi.org/10.1109/incowoco64194.2024.10863346"
"812","https://doi.org/10.1109/iccit64611.2024.11022182"
"813","https://doi.org/10.1145/3718391.3718430"
"814","https://doi.org/10.37394/232029.2022.1.2"
"815","https://doi.org/10.1109/icscds56580.2023.10104728"
"816","https://doi.org/10.26483/ijarcs.v14i3.6980"
"817","https://doi.org/10.21203/rs.3.rs-3317894/v1"
"818","https://doi.org/10.22214/ijraset.2023.54857"
"819","https://doi.org/10.21203/rs.3.rs-3347519/v1"
"820","https://doi.org/10.1109/icpcsn58827.2023.00085"
"821","https://doi.org/10.1109/icosec58147.2023.10276023"
"822","https://doi.org/10.21203/rs.3.rs-3461792/v1"
"823","https://doi.org/10.30595/juita.v11i2.17348"
"824","https://doi.org/10.2139/ssrn.4636627"
"825","https://doi.org/10.1109/idicaiei58380.2023.10406528"
"826","https://doi.org/10.59247/jahir.v1i2.87"
"827","https://doi.org/10.1109/icaiccit60255.2023.10466154"
"828","https://doi.org/10.1109/zcict59466.2023.10528633"
"829","https://doi.org/10.32493/informatika.v8i2.31351"
"830","https://doi.org/10.1109/nkcon56289.2022.10127074"
"831","https://doi.org/10.4018/ijwsr.338222"
"832","https://doi.org/10.1016/j.jneumeth.2024.110210"
"833","https://doi.org/10.3390/math12101514"
"834","https://doi.org/10.1038/s41598-024-75638-0"
"835","https://doi.org/10.1002/ird3.70005"
"836","https://doi.org/10.1038/s41598-024-82931-5"
"837","https://doi.org/10.1016/j.neuri.2025.100215"
"838","https://doi.org/10.1109/wids-psu61003.2024.00031"
"839","https://doi.org/10.1109/iccit64611.2024.11022182"
"840","https://doi.org/10.48084/etasr.10762"
"841","https://doi.org/10.11648/j.ijbse.20251302.15"
"842","https://doi.org/10.1371/journal.pone.0307654"
"843","https://doi.org/10.1016/j.diabres.2025.112221"
"844","https://doi.org/10.21037/qims-24-1397"
"845","https://doi.org/10.21203/rs.3.rs-5706254/v1"
"846","https://doi.org/10.1016/j.procs.2025.04.367"
"847","https://doi.org/10.38124/ijisrt/25may1232"
"848","https://doi.org/10.29407/intensif.v9i2.24637"
"849","https://doi.org/10.35377/saucis...1665478"
"850","https://doi.org/10.31127/tuje.1502587"
"851","https://doi.org/10.1016/j.bspc.2025.108361"
"852","https://doi.org/10.1109/icccit62592.2025.10928114"
