,type,title,doi,x5a,x5b,x6a,x7,x8a,x9a,x9b,x10,x11,cpm_type,first_auth_country,ethics,helsinki,practical_use,other_comments
90,stroke,Optimization of Machine Learning Algorithms with Bagging and AdaBoost Methods for Stroke Disease Prediction,na,no,no,no,yes,no,no,no,no,yes,development,Indonesia,no statement,no statement,Future research is expected to deploy the model so that it can be applied to predict new data so that it can help health professionals in predicting early stroke disease.,na
91,stroke,A comparative analysis of machine learning classifiers for stroke prediction: A predictive analytics approach,10.1016/j.health.2022.100116,no,no,no,yes,no,no,no,no,yes,development,Bangladesh,no statement,no statement,"In addition, a user-friendly web page and mobile app are developed for better representation of results.","Article has created a web and mobile application for predicting stroke. Article also mentions the dataset contains 43,400 rows of data"
92,stroke,Analysis of Data and Feature Processing on Stroke Prediction using Wide Range Machine Learning Model,10.15575/join.v9i1.1249,no,no,no,yes,no,no,no,no,yes,development,Indonesia,no statement,no statement,na,na
93,stroke,An Improved Concatenation of Deep Learning Models for Predicting and Interpreting Ischemic Stroke,10.1109/ACCESS.2024.3386220,no,no,no,yes,no,no,no,no,yes,development,Saudi Arabia,no statement,no statement,"We can propel stroke prediction and management to new heights through ongoing innovation and collaboration, ultimately improving healthcare delivery and patient outcomes.",na
94,stroke,A Predictive Model of Stroke Diseases using Machine Learning Techniques,10.35940/ijrte.A6900.0511122,no,no,no,yes,no,no,no,no,no,development,Jordan,no statement,no statement,A survey was distributed to collect new dataset as an application for prediction of stroke disease. The prediction will be applied for the created models from the three classification techniques that can be used by health care professionals to predict stroke disease and give better treatment plan.,Article suggests a model was developed for use in clinical practice
95,stroke,Analysis of Stroke Classification Using Random Forest Method,10.33096/ilkom.v14i3.1252.186-193,no,no,no,no,no,no,no,no,no,development,Indonesia,no statement,no statement,na,na
96,stroke,Effective Stroke Prediction using Machine Learning Algorithms ,10.34104/ajeit.024.026036,no,no,no,yes,no,no,no,no,yes,development,Bangladesh,no statement,no statement,The developed model using Random Forest can be used as a decision-making model in the medical sector for the prediction of stroke.,na
97,stroke,Comparison of Classification Algorithm in Predicting Stroke Disease,10.34012/jurnalsisteminformasidanilmukomputer.v6i1.2714,no,no,no,yes,no,no,no,no,yes,development,Indonesia,no statement,no statement,This algorithm is suitable for use with pipelines to make real-time predictions.,na
98,stroke,Stroke Prediction,10.17265/2159-5275/2021.06.004 ,no,no,no,no,no,no,no,no,no,development,Canada,no statement,no statement,Using data to assess a person’s risk of having a stroke may help assist doctors in identifying people who are at high risk and give them appropriate advice and treatment.,na
99,stroke,Enhanced stroke prediction using stacking methodology (ESPESM) in intelligent sensors for aiding preemptive clinical diagnosis of brain stroke,10.1016/j.measen.2024.101108,no,no,no,yes,no,no,no,no,yes,development,India,no statement,no statement,"With the advent of wearable devices, electronic health records, and real-time monitoring systems, there is an opportunity to incorporate continuous monitoring data and dynamic features into the predictive models. This can enhance the timeliness and accuracy of stroke prediction, enabling more proactive interventions and personalized care.",na
100,stroke,A novel adaptive weight bi-directional long short-term memory (AWBi-LSTM) classifier model for heart stroke risk level prediction in IoT,10.7717/peerj-cs.2196,no,no,no,no,no,no,no,no,yes,development,India,no statement,no statement,Early identification allows individuals to promptly obtain stroke treatment and then reconstruct their lives after the incident.,na
101,stroke,The CLASSIFICATION OF STROKE PREDICTION USING THE SUPPORT VECTOR MACHINE (SVM) METHOD,10.35957/jatisi.v11i3.8044,no,no,no,yes,no,no,no,no,yes,development,Indonesia,no statement,no statement,"It is recommended that further research combine it with other methods, explore a wide range of data, and improve the website system into an application to provide a more varied display and more optimal results.",article created a web based application for predicting strokes
102,stroke,RDET stacking classifier: a novel machine learning based approach for stroke prediction using imbalance data,10.7717/peerj-cs.1684,no,no,no,no,no,no,no,no,no,development,Saudi Arabia,no statement,no statement,The results of this study help clinicians identify brain strokes early and effectively.,na
103,stroke,Stroke prediction based on multifactorial regression models,10.1117/12.2662578,no,no,no,yes,no,no,no,no,yes,development,China,no statement,no statement,na,na
104,stroke,Stroke Risk Prediction with Machine Learning Techniques,10.3390/s22134670,no,no,no,yes,no,no,no,no,yes,development,Greece,no statement,no statement,na,na
